run_date,sector,league,code,name,exc1,exc3,prox,a20,shD,score
2026-08-15,건설,대장(깃발),006360,GS건설,0.05026145976489699,0.198108419209664,0.7881828316610925,109079342707.5,0.13343307766160495,100
2026-08-15,건설,대장(깃발),028050,삼성E&A,-0.008915978542976155,0.09418169223403844,0.7399702823179792,104346305905.0,0.049435370439191606,77
2026-08-15,건설,대장(깃발),375500,DL이앤씨,0.011018823018754065,0.051996511031758674,0.6923076923076923,20907100100.0,-0.01533872335619487,63
2026-08-15,건설,대장(깃발),000720,현대건설,-0.03729192330688064,-0.13224587109533908,0.5836693548387096,56380339835.0,-0.037636206186215465,40
2026-08-15,건설,대장(깃발),047040,대우건설,-0.07031360984315599,-0.26378479535582705,0.4463444857496902,88464524523.0,-0.12541101223504442,20
2026-08-15,자동차부품,대장(깃발),073240,금호타이어,0.08399936279377179,0.5978758270882524,0.919774011299435,60615977509.0,0.12411790563781527,97
2026-08-15,자동차부품,대장(깃발),161390,한국타이어앤테크놀로지,-0.13316491005912373,0.17893249902322644,0.9132653061224489,23315969970.0,0.022911489450569783,70
2026-08-15,자동차부품,대장(깃발),204320,HL만도,0.10809154838993534,-0.07185340967244806,0.7218710493046776,29750738985.0,0.0006483064182562503,67
2026-08-15,자동차부품,대장(깃발),012330,현대모비스,-0.017096708597663712,-0.13810509121824727,0.6654501216545012,156065654050.0,-0.11126682285062672,37
2026-08-15,자동차부품,대장(깃발),018880,한온시스템,-0.053941163508644474,-0.21564355275670882,0.6430976430976431,18686598891.0,-0.0492911653510388,30
2026-08-15,전기제품,대장(깃발),058610,에스피지,0.5283923366122596,0.23111508600245473,0.7157513578756789,97676911095.0,0.1274384183487759,100
2026-08-15,전기제품,대장(깃발),006400,삼성SDI,-0.014930472288165964,0.13501426459089721,0.7136929460580913,185478913450.0,-0.011582513075015788,77
2026-08-15,전기제품,대장(깃발),373220,LG에너지솔루션,-0.04850927431328261,0.1596663605526491,0.7011385199240987,100078872300.0,-0.018595762880621175,63
2026-08-15,전기제품,대장(깃발),247540,에코프로비엠,-0.1862338030344411,-0.11793328438445722,0.44884615384615384,43720667645.0,-0.02847624584415291,37
2026-08-15,전기제품,대장(깃발),043260,성호전자,-0.1365689758058199,-0.19967097610739243,0.3422818791946309,36919786579.5,-0.0672704772073659,23
2026-08-15,전기제품,선봉,066970,엘앤에프,0.0020282588411345004,-0.03740142314879796,0.4875555555555556,34522060165.0,-0.0009777158628617166,83
2026-08-15,전기제품,선봉,082920,비츠로셀,-0.0621472699023477,-0.15060168083918507,0.46755162241887904,11524582152.5,-0.0008331267610338436,67
