run_date,sector,league,code,name,exc1,exc3,prox,a20,shD,score
2026-08-08,건설,대장(깃발),006360,GS건설,-0.01926309852392516,0.08712335211877992,0.705685618729097,95315848615.0,0.13183029494221066,90
2026-08-08,건설,대장(깃발),028050,삼성E&A,-0.027952591805453397,0.029697558752983244,0.7147102526002972,103906939187.5,0.06955442786498131,83
2026-08-08,건설,대장(깃발),375500,DL이앤씨,0.07233043251153382,0.0006496094332406055,0.6754221388367729,20441069885.0,-0.013697003964042831,67
2026-08-08,건설,대장(깃발),000720,현대건설,-0.04233924157887847,-0.06068550112516785,0.5539314516129032,55577207545.0,-0.04122564633986911,40
2026-08-08,건설,대장(깃발),047040,대우건설,-0.09706042575960694,-0.22291974275117005,0.4066914498141264,83302029259.5,-0.1433595276132474,20
2026-08-08,자동차부품,대장(깃발),073240,금호타이어,0.1584537923090544,0.44732031344593015,0.917743830787309,58463925308.0,0.13261350162296587,100
2026-08-08,자동차부품,대장(깃발),161390,한국타이어앤테크놀로지,-0.09610528303341129,0.1619648265834882,0.8992346938775511,24911029340.0,0.031103909315049964,67
2026-08-08,자동차부품,대장(깃발),204320,HL만도,-0.018737557793615002,-0.045735242109625415,0.6422250316055625,30745504242.5,0.006530502407071592,60
2026-08-08,자동차부품,대장(깃발),012330,현대모비스,-0.04548204443608365,0.19689562488420875,0.6040145985401459,161934695100.0,-0.1170496541896352,37
2026-08-08,자동차부품,대장(깃발),018880,한온시스템,-0.04787269370493156,-0.18788376818672292,0.6102693602693603,18714789771.75,-0.05550868091698362,37
2026-08-08,전자장비와기기,대장(깃발),222800,심텍,0.08115019348957343,0.22817760042722066,0.6699147381242387,69136782030.0,0.006069037611298719,80
2026-08-08,전자장비와기기,대장(깃발),009150,삼성전기,-0.10637768243299837,0.588988777924776,0.5287546545304096,1185855581600.0,0.02223872497347068,70
2026-08-08,전자장비와기기,대장(깃발),353200,대덕전자,0.011549552402474919,0.055297180653677364,0.5242424242424243,137919720325.0,0.027970200441217216,63
2026-08-08,전자장비와기기,대장(깃발),098460,고영,0.21352495448383724,-0.06745088196568397,0.6577777777777778,35994009345.0,-0.0020132358211245177,60
2026-08-08,전자장비와기기,대장(깃발),011070,LG이노텍,-0.24701501930384295,0.0618757600811147,0.3087248322147651,171828091050.0,-0.05056969954415072,27
2026-08-08,전자장비와기기,선봉,140860,파크시스템스,-0.044412198935756084,0.003378266790994705,0.7146932952924394,10314615325.0,0.0014817544908124454,94
2026-08-08,전자장비와기기,선봉,078600,대주전자재료,0.21820419976685612,-0.21941750348535008,0.48117839607201307,13377497715.0,-0.0027623063034239777,61
2026-08-08,전자장비와기기,선봉,007810,코리아써키트,-0.11090714428159475,-0.2596764646022254,0.375590020229265,18719220707.5,-0.0007505933046158368,44
