run_date,code,name,wics,metric,period,value
2026-08-22,005930,삼성전자,반도체와반도체장비,target_price,,491875.0
2026-08-22,005930,삼성전자,반도체와반도체장비,rev_e,2026/12,7394435.0
2026-08-22,005930,삼성전자,반도체와반도체장비,op_e,2026/12,3923449.0
2026-08-22,000660,SK하이닉스,반도체와반도체장비,target_price,,3317917.0
2026-08-22,000660,SK하이닉스,반도체와반도체장비,rev_e,2026/12,3458039.0
2026-08-22,000660,SK하이닉스,반도체와반도체장비,op_e,2026/12,2666476.0
2026-08-22,402340,SK스퀘어,반도체와반도체장비,target_price,,2026000.0
2026-08-22,402340,SK스퀘어,반도체와반도체장비,rev_e,2026/12,97064.0
2026-08-22,402340,SK스퀘어,반도체와반도체장비,op_e,2026/12,463802.0
2026-08-22,009150,삼성전기,전자장비와기기,target_price,,2350500.0
2026-08-22,009150,삼성전기,전자장비와기기,rev_e,2026/12,143144.0
2026-08-22,009150,삼성전기,전자장비와기기,op_e,2026/12,19264.0
2026-08-22,005380,현대차,자동차,target_price,,716000.0
2026-08-22,005380,현대차,자동차,rev_e,2026/12,1943865.0
2026-08-22,005380,현대차,자동차,op_e,2026/12,115689.0
2026-08-22,373220,LG에너지솔루션,전기제품,target_price,,509526.0
2026-08-22,373220,LG에너지솔루션,전기제품,rev_e,2026/12,322163.0
2026-08-22,373220,LG에너지솔루션,전기제품,op_e,2026/12,8254.0
2026-08-22,207940,삼성바이오로직스,제약,target_price,,2011429.0
2026-08-22,207940,삼성바이오로직스,제약,rev_e,2026/12,54951.0
2026-08-22,207940,삼성바이오로직스,제약,op_e,2026/12,24162.0
2026-08-22,032830,삼성생명,생명보험,target_price,,393538.0
2026-08-22,032830,삼성생명,생명보험,op_e,2026/12,31613.0
2026-08-22,028260,삼성물산,복합기업,target_price,,496667.0
2026-08-22,028260,삼성물산,복합기업,rev_e,2026/12,454409.0
2026-08-22,028260,삼성물산,복합기업,op_e,2026/12,37964.0
2026-08-22,105560,KB금융,은행,target_price,,224889.0
2026-08-22,105560,KB금융,은행,op_e,2026/12,94214.0
2026-08-22,012450,한화에어로스페이스,우주항공과국방,target_price,,1650000.0
2026-08-22,012450,한화에어로스페이스,우주항공과국방,rev_e,2026/12,322910.0
2026-08-22,012450,한화에어로스페이스,우주항공과국방,op_e,2026/12,46248.0
2026-08-22,000270,기아,자동차,target_price,,216600.0
2026-08-22,000270,기아,자동차,rev_e,2026/12,1258048.0
2026-08-22,000270,기아,자동차,op_e,2026/12,102549.0
2026-08-22,055550,신한지주,은행,target_price,,137000.0
2026-08-22,055550,신한지주,은행,op_e,2026/12,80830.0
2026-08-22,329180,HD현대중공업,조선,target_price,,874105.0
2026-08-22,329180,HD현대중공업,조선,rev_e,2026/12,248361.0
2026-08-22,329180,HD현대중공업,조선,op_e,2026/12,40334.0
2026-08-22,034020,두산에너빌리티,기계,target_price,,129375.0
2026-08-22,034020,두산에너빌리티,기계,rev_e,2026/12,183387.0
2026-08-22,034020,두산에너빌리티,기계,op_e,2026/12,11302.0
2026-08-22,012330,현대모비스,자동차부품,target_price,,737200.0
2026-08-22,012330,현대모비스,자동차부품,rev_e,2026/12,650332.0
2026-08-22,012330,현대모비스,자동차부품,op_e,2026/12,37830.0
2026-08-22,068270,셀트리온,제약,target_price,,274005.0
2026-08-22,068270,셀트리온,제약,rev_e,2026/12,55304.0
2026-08-22,068270,셀트리온,제약,op_e,2026/12,18550.0
2026-08-22,034730,SK,석유와가스,target_price,,849818.0
2026-08-22,034730,SK,석유와가스,rev_e,2026/12,1471914.0
2026-08-22,034730,SK,석유와가스,op_e,2026/12,122585.0
2026-08-22,006400,삼성SDI,전기제품,target_price,,694842.0
2026-08-22,006400,삼성SDI,전기제품,rev_e,2026/12,159314.0
2026-08-22,006400,삼성SDI,전기제품,op_e,2026/12,3232.0
2026-08-22,086790,하나금융지주,은행,target_price,,164737.0
2026-08-22,086790,하나금융지주,은행,op_e,2026/12,59861.0
2026-08-22,035420,NAVER,양방향미디어와서비스,target_price,,330565.0
2026-08-22,035420,NAVER,양방향미디어와서비스,rev_e,2026/12,137915.0
2026-08-22,035420,NAVER,양방향미디어와서비스,op_e,2026/12,22171.0
2026-08-22,066570,LG전자,전자제품,target_price,,233235.0
2026-08-22,066570,LG전자,전자제품,rev_e,2026/12,966485.0
2026-08-22,066570,LG전자,전자제품,op_e,2026/12,46395.0
2026-08-22,000810,삼성화재,손해보험,target_price,,773125.0
2026-08-22,000810,삼성화재,손해보험,op_e,2026/12,31670.0
2026-08-22,010120,LS ELECTRIC,전기장비,target_price,,297500.0
2026-08-22,010120,LS ELECTRIC,전기장비,rev_e,2026/12,65125.0
2026-08-22,010120,LS ELECTRIC,전기장비,op_e,2026/12,7144.0
2026-08-22,267260,HD현대일렉트릭,전기장비,target_price,,1181000.0
2026-08-22,267260,HD현대일렉트릭,전기장비,rev_e,2026/12,46990.0
2026-08-22,267260,HD현대일렉트릭,전기장비,op_e,2026/12,12331.0
2026-08-22,010130,고려아연,비철금속,target_price,,1558833.0
2026-08-22,010130,고려아연,비철금속,rev_e,2026/12,239348.0
2026-08-22,010130,고려아연,비철금속,op_e,2026/12,22605.0
2026-08-22,042660,한화오션,조선,target_price,,141050.0
2026-08-22,042660,한화오션,조선,rev_e,2026/12,158201.0
2026-08-22,042660,한화오션,조선,op_e,2026/12,22530.0
2026-08-22,298040,효성중공업,전기장비,target_price,,4254286.0
2026-08-22,298040,효성중공업,전기장비,rev_e,2026/12,71933.0
2026-08-22,298040,효성중공업,전기장비,op_e,2026/12,11254.0
